comment,mark
"挺好的，学到东西了
",5.0
可以学到很多东西,4.0
henhao,5.0
还好吧。。,5.0
很好  强烈推荐,5.0
对我帮助很大,5.0
非常实用，有点墨迹。,4.0
"66666666
",5.0
"很棒
很喜欢",5.0
真麻烦哎！,1.0
学到了很多，开阔了眼界，总之很有帮助,5.0
"
学到了很多知识",5.0
"比较实用
。",5.0
玩美666,4.0
可好时难觅,5.0
简单通俗易懂，适合新手小白。,5.0
hhhhhh,4.0
just ok,3.0
学会了很多，比如操作技能和常识。更清楚的了解了计算机网络,5.0
666666666666666666,5.0
"很好，对我帮助很大
",5.0
让人很受启发，获得了很多有关人工智能的知识,2.0
人工智能影响深远，着重了解了人工智能在各个方面的应用,5.0
从课程的学习中了解了AI和深度学习的真正含义，对人工智能有了一个新的认识。,3.0
挺好的无色呃呃呃,5.0
超出预期，真的不错,5.0
学习本门课程能够增长很多知识，对未来有了许多期待。,5.0
"让我对科技时代有了新的认知，科技太神奇了
",4.0
"课程很满意
",5.0
可以认识前沿知识，有很多日常案例，非常棒！,5.0
合理利用人工智能，造福人类,5.0
很好，收获和多,5.0
"受益良多，思绪良多
",5.0
整体还可以，缺少技术细节,4.0
越学越年轻,5.0
前沿科技，人工智能应用的大展望,5.0
挺好的，学到了很多前沿的知识,5.0
通过学习对Al产业的应用有了初步的了解，将会为我们的生活带来便利。,5.0
非常非常好,5.0
受益匪浅，值得回味,5.0
很通俗易懂。,5.0
简明清晰 颇有收获,5.0
"一直感觉学到了好多东西
",5.0
非常好，希望学到更高阶课程,5.0
课程通俗易懂，简洁明了。,5.0
very good,5.0
挺好的 能学到东西,5.0
课程实用性强 ,4.0
清晰，有趣，有用,5.0
很接地气，简单易懂，讲的不错。,5.0
还是很入门的课程的，课件也比较生动，能很好地记忆。,5.0
很棒很实用,5.0
很好很好很好,5.0
了解了数字营销基础,5.0
谷歌的课件要点清晰，排版整洁，整体感观非常好。,5.0
虽然有些软广告。但是专业性很强。值得学习,5.0
很好~讲解的很棒,5.0
"感觉能收获到很多新的知识，很有帮助
",4.0
非常系统的教学且条理清晰,5.0
ggggggggggggggggggg,5.0
本人小白一枚，这个课程讲得很有条理，都是干货，值得看。,5.0
内容非常棒，巩固了相关知识,5.0
很有用，老师讲解很耐心，希望可以深入讲解更多的应用实例,5.0
很棒的课程 期待后续的课程,5.0
录音质量有待改进,4.0
代码在手机上有些看不清。,4.0
讲解的很好，就是第一画质不太清楚，全屏高清也看不清，第二希望能把老师的原来的课件分享出来，好能让学生课下仔细看代码怎么编的,4.0
实操比较多，理论比较少。内容不错，学到了很多。,5.0
"好多知识盲点不够清晰，代码运行经常会有错误，不知道wget在win10 系统怎么应用
",3.0
简单明了，很好,5.0
很好，很难进入,5.0
非常好的Tensorflow入门课程,5.0
挺简洁的，部分内容讲的很到位,5.0
课程大多是代码实战，对于缺少理论基础的人很难跟上,3.0
"简单，由浅入深。
如果是对英文感兴趣的，可以直接去colab学习",5.0
课程清晰度不够，声音大小不统一。,1.0
真的很棒，可以看懂很多,5.0
部分视频字太小，手机看不清楚，另外理论基础讲的太少，只是工具应用，对初学者入门可以但是很难深入,5.0
"很棒，我很满意
",5.0
授课清晰，搭配平台使用方便入门,5.0
课程编排不错，但有几个老师讲课方式不好,2.0
奥利给   没有毛病,4.0
学习了很多以前不知道的知识，非常受益。,5.0
受益非常多。,5.0
能从商业上的应用上讲的很清楚，遗憾的是基本理论不深入。,4.0
挺好的，值得学习一下,4.0
受益匪浅，科技强国,5.0
人类总是在不断进步的，人工智能在将来一定会普及，将人类从反复的机械劳作中彻底解放,5.0
证书申请太贵,3.0
证书实在太贵了,3.0
知识很新潮，和现在的发展相契合。棒,5.0
很棒特别喜欢，带我走进了新世界,5.0
学到了很多知识，老师讲的也比较清楚，很好,1.0
课程体验良好,5.0
还不错，有广度,4.0
受益匪浅，老师讲的非常好，高科技的知识让我增长了见识,5.0
非常非常好,5.0
非常好，很新颖,5.0
"充分了解了人工智能给我们生活带来的变化。
",5.0
"很喜欢这样的教学方法，就是老师声音可以再大点
",4.0
很实际的课程，联系生活可以帮助我更好的理解很多抽象的概念,5.0
太棒了，超级好的呢,5.0
ygyrrfyttr678t875riuy675tuy8y664u86,3.0
课程很好，扩展我们对于计算机的了解！,4.0
"good
it is fun
",5.0
hhh好好好,5.0
好好好好好,5.0
让我了解到了计算机知识,3.0
内容希望可以更多,3.0
课程对我非常有帮助，学到了很多，真的很好,5.0
好啊啊啊啊啊,5.0
可以可以666,5.0
好好好好好好,5.0
"...................................
",5.0
学校的网，卡的不能在卡了,1.0
shiwang,1.0
"受益颇深啊
",5.0
666666,5.0
oooooo,4.0
特别有用，特别好,5.0
学习内容丰富,5.0
"很系统不错的课程
",5.0
课程非常好,5.0
围绕谷歌介绍广告，基础课程更多是介绍谷歌的营销平台,5.0
挺有意思的,4.0
课程清晰 方向感强烈,5.0
感觉非常好,5.0
内容非常充实，老师的讲解也很清晰到位，相关的数据和步骤都得到了非常直接明了的展示。,5.0
入门级，需要时间慢慢消化~,5.0
很不错的课程,5.0
t对工作非常有帮助。,5.0
well structured and great explanation! highly recommend!,5.0
学到了好多，对营销方面有了很大的认识,5.0
"设计逻辑严谨清晰，有预习复习
配音演员棒
文案也很好，没有多余废话
收获很大！
谷歌这种免费课程真的太厉害了
",5.0
还不错，有课件就好了,4.0
"不错啊
！！讲解的非常棒",5.0
课程内容丰富,4.0
理论与实践相结合会更好,4.0
详尽的介绍了，数字营销的概念。通过具体的例子，让我们清晰的了解海外市场用户的习惯与倾向，以及海外生态系统的组成结构。重点介绍了谷歌各类广告的制作流程，原理，特点与优势。,5.0
挺好的呀， 最近也认识了许多Digital Marketing Engineer,5.0
很好的入门课程,5.0
真的超级棒,5.0
feichangbucuo ,5.0
iiimmm,5.0
niceeeeeeeeeeeeeeeeeeeeeee,5.0
感觉老师准备的不是很充分啊，对着代码讲的磕磕巴巴，明明感觉代码写得很好，硬是讲的云里雾里。。。,2.0
很多视频不清晰，代码都看不清楚，在干讲,2.0
手把手教学，告诉了我所有参数的作用，终于不用满网络到处找了,5.0
实际操作的部分很多，介绍细致,4.0
内容基础且新颖 适合对python有基础对TensorFlow不太了解但感兴趣的人,4.0
竟然我能够看懂，讲得很不错，就是涉及的原理讲的比较少，如果能够讲一下原理可能更棒,5.0
"good！
",5.0
讲的挺仔细,5.0
感谢慕课，感谢tensorflow给的学习机会，就是有一点，对于已经关闭的课程，能不能支持回看呢？,4.0
很细节，操作上说得很全面,5.0
老师对提问的回复速度太慢。,1.0
课程结构很好希望还能讲一讲GAN部分,3.0
"优点：内容实战性较好，不拖泥带水

缺点：部分视频不清晰",4.0
"1.数据集和视频课件对不上，应该保持同步才好。
2.请多考虑在conda环境中的同学，比如github part5-lesson2的demo code中用到了colas，但是colab需要通过pip安装，导致conda环境中的jupyter的一些依赖python库版本冲突，直接导致jupyter不可用，这种课件demo完全可以从本地读取图片，引入colab反而引入更多的问题。
3.本人是有一定的AI基本概念基础和一些训练框架的使用基础，这个课程虽然是入门，但是好歹应该科普一下基础知识，否则小白同学学起来很困难。
4.这个mooc系统的体验真的太差了。无力吐槽。",3.0
挺好的 加油,5.0
结构条理，但是第二部分讲解人马分类 手写字体识别等案例，感觉讲得有些啰嗦，但又没有很深入,5.0
对AI目前的前景有比较全的知识讲解,4.0
666666,5.0
讲解挺好的，但是声音过小,4.0
"牛逼克拉斯
",5.0
很不错，实用，感谢老师分享,5.0
"课程讲解很好,还有很多参考文献以及现场视频,受益匪浅",5.0
科普了不错,4.0
还不错很好,5.0
老师讲到生动具体，收益匪浅，理论知识上有了很多的提升，为开展工作有很大的帮助！,5.0
好好好好好,5.0
讲述的还算全面,4.0
这个课程很好！,4.0
"拓展了视野
",4.0
内容还不错,4.0
西安交大老师讲课整体最好,1.0
perffect! ,5.0
挺喜欢特邀嘉宾部分的，开拓了视野。,4.0
了解了很多之前不知道的知识，受益匪浅,5.0
还可以，缺少核心内容细节,4.0
学到了很多知识,5.0
66666,4.0
挺好的非常好,3.0
hhhhh,5.0
没有ppt,3.0
着呢回去6我,5.0
网络基础操作生活,5.0
我觉得很好,5.0
"让我学会了很多关于网络的知识
",4.0
我觉得我很受启发,5.0
lj!!!!!!,1.0
打开了新世界的大门,5.0
"很多有用的知识
",5.0
"非常棒，学会很多
",5.0
深入了解计算机网络,4.0
henwanmei,5.0
很不错的！,5.0
henhao,5.0
非常有帮助,5.0
感觉非常好！,5.0
我觉得很好,3.0
挺好的，能学习到新的东西,5.0
代码加理论 老师杠杠的,5.0
"真的很好啊啊啊
",4.0
视频清晰度不高，老师讲解模糊，不适合初学者学习。,4.0
"对tensorflow更深入的了解
",5.0
挺棒的！！！,5.0
赵教授的课程都喜欢，详细系统。,5.0
很适合初学小白,4.0
完美 唯一的是 机器学习基础木有 听起来很费劲 。。。。,5.0
非常深奥的一门课程,5.0
还不错，如果可以更加详细的话更好,4.0
课程内容很好，很容易懂,5.0
本次课程重实践，代码解释也非常详细，对初学者非常友好，这个课程是真的能帮到新手快速入门,4.0
ccccc,3.0
适合新手，推荐,5.0
"有实例，实例的步骤足够简单，能跟着模仿
",4.0
太优秀的课程了,5.0
课程设置还是很合理的，内容也都是干货，通俗易懂，学起来比较容易,4.0
非常接地气,5.0
有在线实训平台，非常方便，不足的是每章节后没有课件，不太方便参考查找。,4.0
启发良多，获益匪浅,5.0
清晰明了还可以,4.0
恩！其实可以做得更好,3.0
可以学到很多,5.0
非常有收获。,5.0
老师讲的很全面，了解到海外的数字营销，对未来求职有很大帮助,1.0
便于理解，非常实用,4.0
了解数字营销的一些基本知识，感觉很好,4.0
很清晰 浅显易懂 不知道实践起来会怎样,4.0
很系统的讲解了与数字营销有关的知识，并以谷歌、YouTube为例，解释了海外数字营销与国内的不同之处,5.0
