评论,分类
这门课主要是实训。尽管是入门课程，还是要理解基本的深度学习算法，并且对Python比较熟悉，建议先学习基础的深度学习算法，搞懂其中基本的概念和算法原理再学习容易多了。,1
使用keras真的是太方便啦！！！而且tf2比以前tf1也优化了好多，代码的阅读也清晰多了,1
从数据的导入处理到模型的创建使用，全是干货，优雅的代码，清晰的解释。我学习到很多建模调参及可视化技巧，谢谢老师们无私的付出！特别佩服你们把代码公开的这种大方气魄，要是我的代码，肯定会收着捂着，生怕被人拿去用【捂脸】,1
非常好，结合实例讲解，学起来非常快，也很容易理解，感谢分享，但是不晓得怎么解决团码填写问题？是否影响申请证书,1
"进度很快, 细节方面需要自己花时间弥补, 对于实操方面确实是很好的课程",1
本次课程重实践，代码解释也非常详细，对初学者非常友好，这个课程是真的能帮到新手快速入门,1
TensorFlow 入门实操课程是TensorFlow官方的课程项目，难得的机会，继续加油,1
非常好的一门课，正愁怎么学TensorFlow呢，希望能收获满满,1
非常难得，感谢TensorFlow官方能提供这么好的一个平台，对开发者帮助很大，相信能通过这个课程轻松入门TensorFlow ，期待后续进阶课程！,1
通俗易懂，一天肝完,1
作为一门免费的Tensorflow2.0课程讲的很不错，很系统，知识点比较细。相比较于市面上的很多所谓的培训课程而言，这门课程干货比较多，知识讲解和实战配合也比较贴合，能够快速引导进行项目实战开发。需要亲手码代码，这样才进步比较快。对于想入门Tensorflow的同学而言，是非常值得推荐的课程。,1
知识讲解比较系统，知识点能够讲解的贴合实际，容易上手。对于TF2的学习来说，实战性是比较强的。学完前四部分基本能够较快的上手做项目。实战案例和扩展知识一定要亲手操作，这样才能切身体会，进步较快。,1
零基础需要先学习python，numpy，深度学习入门课程，我总结了几个数学小知识，有兴趣的小伙伴可以搜索微信公众号：戏码台，入门人工智能所需的数学知识。,1
"这个课程将会非常快速的让你入门了解tensorflow框架，所用数据集也很经典。
学习方式:
1.在学习的时候除了认真的跟上课程敲出代码之外，还要在自己的代码上做详细的笔记，笔记格式可以参考markdown语法。
2.除了课程的数据集外，建议大家找一些其他数据集测试模型，你会在过程中遇到各种问题，试着解决他们！
3.保存自己的代码，构建自己的源码库。
",1
作为免费的TF2.x的培训课程，太棒了。而且还有一群小伙伴一起学习，相信通过这个课程可以轻松入门TF的。期待出进阶视频。,1
特别好特别好,1
作为免费的TF2.x的培训课程，太棒了。而且还有一群小伙伴一起学习，相信通过这个课程可以轻松入门TF的。期待出进阶视频 @IT蜗壳Tango 咱们一起，相互监督，学起来！,1
听好的 ，但是我觉得这并不是一个好的入门课程,1
真的通俗易懂，tensorflow模块的调用方式未免也太优雅了吧！,1
"开始学习前：Error，fail，ModuleNotFoundError等各种红色字体
学习后：音吹斯听
",1
对于入门课程来说，非常全面和系统化，值得称赞！,1
干货满满的课程！,1
有用，有用，讲解清楚流畅，图示清晰美观，有价值的课程学习！,1
Impressively good!,1
非常专业，全面系统，可以快速入门,1
课程讲解深入浅出，很棒！,1
good   jiayou,1
感谢谷歌给我学习的机会,1
除了读书以外，很好的提升自我的方式。,1
非常棒的学习感受！,1
干货满满！,1
课程设计很好，过程很轻松。,1
通俗易懂的讲了谷歌线上营销,1
课程内容好，老师讲的也很全面,1
很有用的课程,1
"就是测试题目有点出其不意啊
",1
非常有价值的课程,1
哇好棒啊！！！,1
非常接地气，期待更新,1
讲的很清晰，很适合初学数据营销,1
可以学到很多东西,1
henhao,1
还好吧。。,1
很好  强烈推荐,1
对我帮助很大,1
非常实用，有点墨迹。,1
"66666666
",1
"很棒
很喜欢",1
真麻烦哎！,0
学到了很多，开阔了眼界，总之很有帮助,1
"
学到了很多知识",1
"比较实用
。",1
玩美666,1
可好时难觅,1
简单通俗易懂，适合新手小白。,1
hhhhhh,1
学会了很多，比如操作技能和常识。更清楚的了解了计算机网络,1
666666666666666666,1
"很好，对我帮助很大
",1
不错的入门课，希望能够增加需要动手coding的作业而不仅仅是过一遍视频里出现的notebooks,1
深入浅出 很适合新手入门,1
"平台提供的在线实训平台很好用,老师的课程也很棒,兼顾专业与通俗易懂.",1
课程内容比较实用，注重实战，讲的比较细致也比较系统。,1
very good.,1
课程非常有趣，讲得认真细致。还有云环境供大家动手和测试，太贴心。,1
课程非常好。开头很基础，逐步深入走向进阶，对于初学者非常友好，老师也讲解地面面俱到。课程设计地很用心！！！,1
"很好哎，给力！！！tensorflow 加油。
",1
"前两期都参加了，第三期继续走起，我们的征途是星辰大海。
顺手在此点赞就更好了",1
兴冲冲的参加这次的tf入门课程，虽然有过一些认识，但是不算精通，这门课程至今觉得还是不错的，由浅及深的介绍，还有配套的数据集作为实操学习，对于入门确实不错，值得推荐！,1
好好学习，TensorFlow还是很有市场的，加油吧,1
说易于理解的估计多半是有一定基础的人了。真实情况是，对于机器学习完全陌生的人来说根本就看不懂，对这方面的小白友好度很低。作为入门学习，这门课程明显是不合格的，很多相关的概念描述得很模糊，都是一遍带过的程度，收音设备估计就是笔记本的麦克风还是啥的，忽大忽小，有时候都还听不清。,0
嗯。。我相信老师自己是懂的 但讲出来的感觉很生涩,0
还在摸索中,1
讲的通俗易懂,1
老师讲的还不错,1
"大学里就上了赵老师的课，很精彩，今天继续学习赵老师讲的新知识。
感觉很好。Keras很方便，AI很强大，由衷的感谢赵老师。",1
非常好的课程，深度学习，收获良多！,1
老师讲的通俗易懂，很适合入门学习,1
"挺好的，学到东西了
",1
让人很受启发，获得了很多有关人工智能的知识,0
人工智能影响深远，着重了解了人工智能在各个方面的应用,1
挺好的无色呃呃呃,1
超出预期，真的不错,1
学习本门课程能够增长很多知识，对未来有了许多期待。,1
"让我对科技时代有了新的认知，科技太神奇了
",1
"课程很满意
",1
可以认识前沿知识，有很多日常案例，非常棒！,1
合理利用人工智能，造福人类,1
很好，收获和多,1
"受益良多，思绪良多
",1
整体还可以，缺少技术细节,1
越学越年轻,1
前沿科技，人工智能应用的大展望,1
挺好的，学到了很多前沿的知识,1
通过学习对Al产业的应用有了初步的了解，将会为我们的生活带来便利。,1
非常非常好,1
受益匪浅，值得回味,1
很通俗易懂。,1
简明清晰 颇有收获,1
"一直感觉学到了好多东西
",1
非常好，希望学到更高阶课程,1
课程通俗易懂，简洁明了。,1
very good,1
挺好的 能学到东西,1
课程实用性强 ,1
清晰，有趣，有用,1
很接地气，简单易懂，讲的不错。,1
还是很入门的课程的，课件也比较生动，能很好地记忆。,1
很棒很实用,1
很好很好很好,1
了解了数字营销基础,1
谷歌的课件要点清晰，排版整洁，整体感观非常好。,1
虽然有些软广告。但是专业性很强。值得学习,1
很好~讲解的很棒,1
"感觉能收获到很多新的知识，很有帮助
",1
非常系统的教学且条理清晰,1
ggggggggggggggggggg,1
本人小白一枚，这个课程讲得很有条理，都是干货，值得看。,1
内容非常棒，巩固了相关知识,1
很有用，老师讲解很耐心，希望可以深入讲解更多的应用实例,1
很棒的课程 期待后续的课程,1
录音质量有待改进,1
代码在手机上有些看不清。,1
讲解的很好，就是第一画质不太清楚，全屏高清也看不清，第二希望能把老师的原来的课件分享出来，好能让学生课下仔细看代码怎么编的,1
实操比较多，理论比较少。内容不错，学到了很多。,1
简单明了，很好,1
很好，很难进入,1
非常好的Tensorflow入门课程,1
挺简洁的，部分内容讲的很到位,1
"简单，由浅入深。
如果是对英文感兴趣的，可以直接去colab学习",1
课程清晰度不够，声音大小不统一。,0
真的很棒，可以看懂很多,1
部分视频字太小，手机看不清楚，另外理论基础讲的太少，只是工具应用，对初学者入门可以但是很难深入,1
"很棒，我很满意
",1
授课清晰，搭配平台使用方便入门,1
课程编排不错，但有几个老师讲课方式不好,0
太棒了，超级好的呢,1
课程很好，扩展我们对于计算机的了解！,1
"good
it is fun
",1
hhh好好好,1
好好好好好,1
课程对我非常有帮助，学到了很多，真的很好,1
好啊啊啊啊啊,1
可以可以666,1
好好好好好好,1
"...................................
",1
学校的网，卡的不能在卡了,0
shiwang,0
"受益颇深啊
",1
666666,1
oooooo,1
特别有用，特别好,1
学习内容丰富,1
奥利给   没有毛病,1
学习了很多以前不知道的知识，非常受益。,1
受益非常多。,1
能从商业上的应用上讲的很清楚，遗憾的是基本理论不深入。,1
