comment,sentiment,,
寰堝ソ鐨勪竴涓绋?鍙互甯姪鎴戜滑绾夸笂瀛︿範寰堝鐭ヨ瘑锛佽€佸笀浠兘寰堣€愬績鐨勬暀瀛?涔熷緢浠旂粏锛佸笇鏈涜繖娆＄柅鎯呭揩鐐硅繃鍘伙紒,1,,
闈炲父涓嶆弧鎰?锛岄澶锛岃璁哄お澶氾紝娌℃湁閲嶇偣,0,,
濂藉ソ濂藉ソ濂藉ソ濂??鈻斤絸)銉?,1,,
鏃犳硶涓嬭浇瑙嗛,0,,
濂借绋嬶紒瀹炵敤銆佽瑙ｆ竻鏅帮紒,1,,
鍊煎緱涓€鐪嬶紝鏃犺鏄湰绉戠敓鍏ラ棬杩樻槸鐮旂┒鐢?1,,,
璇剧▼鍐呭閫氫織鏄撴噦锛屾暀瀛︽柟娉曟湁鏄撳強闅?1,,,
"鐪嬫爣棰樻槸鎸哄惛寮曚汉鐨勶紝浣嗘槸杩涘叆鍒板唴瀹归噷锛屽氨鎰熻鈥滄枃涓嶅棰樷€濃€斺€旀棦涓嶈兘鍩烘湰鎿嶄綔鎶€宸х殑浼犳巿锛屼篃娌℃湁楂樼骇鐨勮璁＄殑瑙ｉ噴銆傛湁鐞嗚浜嗭紝涔熸湁妗堜緥灞曠ず浜嗭紝鍙氨鏄己灏戜竴涓€滃埌鈥濇墍浣撶幇鐨勫姩鎬佺殑杩囩▼鈥斺€斿け鎺変簡鏍囬鐨勨€滈瓊鈥濄€傝€屼笖鏁翠釜鏈変竴涓瘺鐥咃細鐞嗚鏂归潰璁插緱杩樺彲浠ワ紝灏辨槸鍏蜂綋妗堜緥婕旂ず鐨勬椂鍊欙紝鍙堢湅鍒扮姱浜嗚澶氶棶棰橈細閰嶈壊澶潅锛屽瓧澶锛屽浘鐗囬€夋嫨鍒嗚鲸鐜囧樊锛屽浘鏂囩殑灞傜骇姣旇緝娣蜂贡銆?鎬荤粨灏辨槸锛氫竴銆佹爣棰樿繃浜庡惛寮曚汉锛屽鑷粹€滄枃鈥濅笉閰嶁€滈鈥濓紱浜屻€佺悊璁轰笌妗堝垪鎿嶄綔鑴辫妭涓庣煕鐩撅紱涓夈€佹病鏈夊共璐э紝娌℃湁鎶€宸э紝涓€鍦伴浮姣涖€?,0
璇鹃兘涓婁紶閿欎簡8.5,0
瀛︿範杩涘害涓€鐩翠笉鏇存柊 寮€鍙戝憳鍦ㄥ共鍢?0
鍙互娓呮鐨勫涔?1
娌℃湁鐢佃剳涓嶈兘浜掕瘎杩樺緱鎵ｅ垎锛屽緢涓嶅悎鐞嗭紒,0
鑰佸笀璁茶閫昏緫寰堟竻鏅帮紝鑰屼笖闈炲父鏈夎叮锛屾湰鏉ュ緢鏈夐毦搴︾殑璇剧▼涓嶇煡涓嶈灏辫窡浜嗕笅鏉ワ紝浜旀槦浜旀槦(*?锔?*).?.:*?銆傝绋嬭繕鏄緢鏈夌敤寰堝共璐х殑锛屼篃鎺ㄨ崘澶у鏉ュ涔犮€?1
瀵规垜鏈熸湯澶嶄範绯昏В鏈夊緢澶х殑甯姪,1
 ",,,
鍦ㄦ厱璇句笂瀛︿範鐗瑰埆鐢熷姩褰㈣薄锛岃鎴戜滑鑷繁鍙備笌鎵规敼浣滀笟锛屽弬涓庡害寰堥珮锛屾洿鏈夊埄浜庡涔狅紝闈炲父濂姐€?,1,,
涓轰粈涔堢湅涓嶄簡 ,0,,
璇剧▼閫夌敤浼樼鍥㈤槦锛岃€佷腑闈掔粨鍚堛€傝绋嬪唴瀹规湁鍩虹鐨勫姩浣滄妧鏈€佸仴缇庢搷鐨勬杩般€佸仴缇庢搷鍩烘湰姝ヤ紣銆佹垚濂楀姩浣溿€佺壒鑹叉垚濂楀姩浣滅瓑鏁欏锛屾妧鑳藉疄鐢ㄤ笓涓氬鐢燂紝涔熻兘涓哄仴缇庢搷鐖卞ソ鑰呮彁渚涘府鍔┿€?1,,,
璇剧▼璁茶В杩囦簬姝绘澘锛屼笉鑳借皟鍔ㄥ鐢熺殑鍏磋叮,0,,
璇剧▼璁╂垜鎳傚緱浜嗗浣曚繚鎶よ嚜宸辩殑鍡撻煶锛屽苟涓旇鎴戞槑鐧界‖鎵潃鍡撳瓙鍞辨瓕鐨勬柟寮忔槸閿欒鐨勩€傛劅鍒板彈鐩婂尓娴呫€?1,,,
"鏈変粈涔堝ソ璇寸殑
",0,,
鎱曡锛屾垜鏃╂兂楠備汉浜嗭紝鎼炲緱浠€涔堜笢瑗?0,,,
缁忓父瀹屾垚瑙嗛涓嶆樉绀哄凡瀹屾垚锛宎pp涓€鐩撮棯閫€,0,,
鍙互璇存槸闈炲父澶辨湜,0,,
鎬庝箞娌℃枃鏈秷鎭?0,,,
鑰佸笀璁茶閫熷害澶揩    璋冩暣涓€涓嬭閫?  杩樻湁灏辨槸鑳屾櫙闊充箰   瀹屽叏娌″繀瑕?  浼氳鍚鐨勪汉鍒嗗績    鍏朵粬鐨勯兘寰堝ソ   璁茬殑寰堣缁嗐€?1,,,
鑰冭瘯绛旀锛屼綔涓氱瓟妗堥棰戝嚭閿欙紝涓€涓鏈熺瓟鐤戝尯娌℃湁鍥炲杩囦换浣曚竴涓悓瀛︾殑浠讳綍涓€涓棶棰橈紒浣滀笟鍙戝竷鏃堕棿鍜屾埅姝㈡椂闂村彧鏈変竴澶╋紒骞朵笖娌℃湁鎻愬墠閫氱煡鏃堕棿锛佹湡鏈€冭瘯涔熸槸鍙湁涓€澶╂椂闂达紒杩欐槸缃戣锛屾病鏈夋彁閱掔殑锛侊紒锛侀毦閬撹鎴戜滑澶╁ぉ鐩潃涔堬紵娌℃湁鎻愬墠閫氱煡娌℃湁鍏憡锛岀獊鐒朵箣闂村氨寮€濮嬩簡鏈熸湯鑰冭瘯锛屼竴澶╁悗鐩存帴鎴锛岃繖涓嶆槸鍧戠埞涔堬紒锛侊紒杩欑瀹屽叏涓嶈礋璐ｄ换鐨勮€佸笀锛岃繕鍏ㄥ浗绮惧搧璇剧▼锛熷懙鍛靛懙锛丮OOC瀵硅€佸笀瀹屽叏娌℃湁绾︽潫鍔涳紝鑰佸笀鎯虫€庝箞鎼為兘琛岋紝瀛︾敓鏍规湰娌℃湁鎶曡瘔鍙嶉娓犻亾锛屾垜鏄湡鐨勪僵鏈?0,,,
寰堝ソ锛屽彲浠ワ紝鏀寔,1,,
瀛︿互鑷寸敤锛屽彈鐩婇澶氥€?1,,,
绛旈鏃堕棿闄愬埗,0,,
鍙互瀛﹀埌寰堝搴旂敤杞欢,1,,
浜掕瘎涓嶄弗鏍?,0,,
鑰佸笀鐨勮鍗佸垎缁嗚嚧鍒颁綅,1,,
璇剧▼鍐呭涓板瘜锛屽共璐у緢澶氾紝濡傛灉鍙互鍔犱笂瀛楀箷灏辨洿濂戒簡,1,,
寰堝ソ锛屽鍔犱簡鎴戝鑷繁鐨勭悊瑙?1,,,
鎴戞槸浠庡畫鑰佸笀鐨勮绋嬩竴姝ヤ竴姝ヤ簡瑙ｈ鐢熷搧鐩稿叧鐭ヨ瘑锛屾劅璋㈠畫鑰佸笀,1,,
鍐呭涓板瘜锛屽枩娆?1,,,
瀵瑰競鍦洪娴嬫湁浜嗚繘涓€姝ョ殑鐞嗚В,1,,
"鍐呭涓板瘜锛屾€濊矾娓呮櫚
",1,,
"寰堟瀛﹀埌寰堝
",1,,
寰堜笉閿欑殑锛屽厖瀹?,0,,
鎸哄ソ鐨勫棷鍡棷,1,,
鑰佸笀璁茬殑閫氫織鏄撴噦~~~娣卞叆娴呭嚭鐨勮В閲婁簡寰堝闂锛屽彈鐩婂尓娴咃紝浠ュ悗鏈夋満浼氳繕鍚€佸笀浠殑璇緙,1,,
鑰佸笀璁茶В鐨勫緢鎶曞叆锛屽緢璁ょ湡~ 璇剧▼鍐呭涔熶笉閿欙紝灏ゅ叾鏄紑濮嬪嚑绔犮€傘€傘€?1,,,
鍒氬惉浜嗕竴浜屽崟鍏冿紝璇剧▼鍐呭澶ч儴鍒嗘椂闂村氨鏄湪澶嶈堪娉曟潯锛屽敮鐙豢鍦伴泦鍥㈢殑妗堜緥杩樼畻涓嶉敊銆傚彟澶栵紝涓€浜屽崟鍏冩娴嬬鍥涢姝ｇ‘绛旀鏄敊鐨勩€傘€傘€傘€傘€?0,,,
涓轰粈涔堜繚瀛樹笉浜嗕綔涓氾紵锛燂紵,0,,
寰堟鐨勮绋嬶紝瀛︿範浜嗗緢澶氭湁鐢ㄧ殑鐭ヨ瘑,1,,
杩涘害澶參锛岀瓑寰呮洿鏂般€傝璧跺揩鏇存柊鍟婏紒,0,,
鍐呭涓板瘜锛岃甯堟紨璁插埌浣嶏紝瑙傜偣椴滄槑锛屾湁鐞嗘湁鎹?1,,,
鏋楄€佸笀锛屾偍璁插緱澶ソ浜嗭紝瑙嗛閲岀殑姣忎竴鍒嗘瘡涓€绉掓垜閮借寰楀緢鐝嶈吹锛佸緢閫氫織鍙堝緢褰㈣薄锛屽緢娓呮寰堟槑浜嗏€斺€旀姮鍗楃摐銆佹嫧娴紦銆佹壇鍡撳瓙銆佸０闊充笌姘旀伅鐨勫叧绯诲氨鏄縺鎯呭ぇ灏忕殑鍏崇郴锛屾垜鍏ㄩ儴涓€涓嬪瓙灏辫浣忎簡锛屽繊涓嶄綇鏉ヨ鍑犲彞锛佸綋鎮ㄧ殑瀛︾敓鐪熷垢绂忥紒,1,,
涓汉瑙夊緱浠栧氨鏄湪鐓х潃PPT蹇? 涓€鐐圭敤閮芥病鏈?0,,,
鑰佸笀鐨勮绋嬭璁″緢鍚堢悊锛岀粏鑺傜煡璇嗕篃寰堟竻鏅帮紝瀵规垜鑷韩甯姪寰堝ぇ銆?1,,,
寰堝枩娆㈢殑涓€闂ㄨ锛屾瘡澶╅兘浼氬惉,1,,
璁茬殑寰堟湁鎵╅€昏緫锛屽紩浜哄叆鑳溿€?1,,,
杩欐槸涓轰簡瀹屾垚浠诲姟鑰岀硦寮勭殑璇?0,,,
"鎰熻鏀惰幏鎸哄ぇ
",1,,
鑰佸笀璁茶В鐨勫唴瀹圭畝鍗曟槗鎳傦紝璇惧悗缁冧範鍏ㄩ潰渚夸簬鏌ユ紡琛ョ己锛屽棰勪範鏈夊緢澶у府鍔?1,,,
璇峰悇浣嶈€佸笀缁欎釜鐥涘揩璇濓紝杩欒绋嬫湁娌℃湁璇佷功锛屾€庝箞鐢宠锛屼粈涔堟椂鍊欑粰锛熶笂涓€杞殑璇捐繕娌＄粨鏋滃憿锛?0,,,
寰堟锛屽涔犱綋楠屽緢鑸掓湇銆?1,,,
闅句互鐞嗚В锛屼笉澶熺敓鍔ㄥ舰璞?0,,,
璁╂垜瀵瑰浗闄呭織鎰挎湇鍔℃湁浜嗗緢澶氳璇嗭紝闈炲父鏈夊府鍔?1,,,
杩樺彲浠ワ紝鏈夋満浼氬啀鏉?1,,,
璇炬尯濂界殑锛屽氨鏄郴缁熷お鑿滀簡 ,0,,
鐓ф湰瀹ｇ锛屾棤鍙疆璇勩€?0,,,
璇村疄璇濊鐨勭湡鐨勪笉鐭ラ亾鎬庝箞璇勪笂鍥藉绮惧搧鐨勶紝瀹屽叏娌℃湁浠讳綍鎬濊€冩€у拰娣卞摢鎬曚竴鐐圭偣鐨勮В閲婂湪閲岄潰锛屾帹鑽愮湅鍖楀ぇ鐨勭數纾佸満,0,,
绗竴绔狅紝绗竴鑺傦紝涓昏瀛︿範閲戣瀺瀛︾殑鐩殑锛岀爺绌跺璞′笌鐮旂┒鎬濊矾(璺緞)銆?1,,,
浠ュ墠鍜屽崟浣嶇殑HR鐩存帴鏈夌煕鐩撅紝鍜屽叕鍙哥殑棰嗗涔熸槸瀵圭潃鍋氾紝鎰熻鑷繁澶熷ソ鐨勪簡锛屼絾鏄€氳繃璇剧▼鐨勫叏闈㈠涔狅紝鎵嶄簡瑙ｅ埌濂藉搴斿綋鎺屾彙鑰屼笉鐭ラ亾鐨勪竴闈紝涓嬩竴姝ュ皢鏇村姞瀹屽杽鑷繁銆?1,,,
娌′簨灏卞埆璁捐繖闂ㄦ棤鎰忎箟鐨勮,0,,
闈炲父鐢ㄥ績 寰堝枩娆?1,,,
涓轰粈涔堝垎浜笉浜嗭紵,0,,
鏃犳墍閫備粠锛屾晥鏋滀笉澶?,0,,
涓嶉敊涓嶉敊锛屽涔犱簡鏈夋敹鑾?1,,,
鑰佸笀璁茬殑寰堟竻妤?  鎵€浠ュ惉鐨勬晥鏋滀篃涓嶉敊,1,,
鑰佸笀鐭ヨ瘑寰堜赴瀵?1,,,
璇剧▼寰堝ソ锛岀湅瀹屼簡寰堝彈鐢?1,,,
鍨冨溇杞欢锛屾瘉鎴戦潚鏄?0,,,
鍟ュ槢锛岃帿鍚嶅叾濡欑殑鐨勯€€鍑哄幓灏变笉鑳界湅璇剧▼浜嗭紝,0,,
鑰佸笀瀹屽叏灏辨槸鐓х潃璇句欢蹇电殑锛屾病鏈夎缁嗙殑瑙ｉ噴,0,,
鎴戝涔犲埌浜嗗緢澶氭湁鐢ㄧ殑鐭ヨ瘑锛屼负鎴戠殑鏁欒偛鏁欏宸ヤ綔鎻愪緵浜嗗緢澶у府鍔?1,,,
鑰佸笀璁茬殑缁嗚嚧锛屾垜鍚悗鍙楃泭鍖祬锛?1,,,
鑰佸笀涓嶄粎浠嬬粛鐞嗚鐭ヨ瘑涔熸寚瀵煎疄璺碉紝闈炲父瀹炵敤锛屼篃寮€闃斾簡瀛︾敓鐨勭溂鐣?1,,,
閮借鐨勯潪甯稿ソ,1,,
鏁欏寰堟湁瓒ｏ紝妗堜緥閮藉緢妫掋€?0,,,
鎻愬崌浜嗘垜鐨勭簿绁炲搧璐?1,,,
鏂逛究蹇嵎绠€鍗曘€?1,,,
娴嬭瘯绛旀鐨勬暟鎹敊璇お澶?0,,,
鍐嶆瀛︿範甯堝痉甯堥銆?1,,,
涓€鏄熶笂闈㈠啓鐨勬槸鈥滄湁鐐瑰け鏈涒€濓紝杩欎箞鏀挎不姝ｇ‘鐨勫悧銆傚弽姝ｈ繖璇炬弧鍨冨溇鐨?0,,,
鍞竴鐨勭己鎲炬槸杞欢鐢ㄧ殑鑻辨枃鐗堬紝瀵逛簬鑻辫涓嶅ソ鐨勫悓瀛︾‘瀹炰笉鍙嬪ソ銆?0,,,
鑰佸笀蹇祊pt鏈夋剰鎬濅笉锛熸垜閮借鐫＄潃浜?0,,,
瀛︿範鍚庢敹鑾峰緢澶?1,,,
寰堜笉濂戒綋楠屽緢宸?0,,,
"鎺堣鍐呭娓呮櫚锛屽緢濂姐€?灏辨槸鍒板簳鍦ㄥ摢閲岀敵璇疯瘉涔︽壘閬嶄簡锛岃宕╂簝浜?,1
鑰佸笀璁茬殑濂芥鍟?1
濂斤紝闈炲父妫掞紒",,,
",1
杩欐槸涓€闂ㄩ潪甯稿ソ鐨勮绋?1
杩囩▼杩樻槸铔笉閿欑殑,1
瀹屽叏鐓х潃璇伙紝杩樿閮借涓嶅ソ,0
鎺堜汉浠ユ笖涓嶅鎺堜汉浠ラ奔锛岃倴鑰佸笀鐨勮娣卞叆娴呭嚭锛屽崄鍒嗗€煎緱瀛︿範,1
鎴戝涔犲埌浜嗚澶氭湁鐢ㄧ殑涓滆タ",,,
,,,
",1
澶疮浜嗭紝澶毦浜?0
寰堝ソ锛屽€煎緱鎺ㄨ崘锛?1
鍙楃泭鑹銆?""",1,,
W闈炲父楂樿秴杩囧鎴?,0,,
鐞嗚В涓嶄簡锛屾€佸害鏋佸叾涓嶅ソ,0,,
 杩欓棬璇捐鎴戝浼氫簡寰堝娉曞緥鍩虹鐭ヨ瘑锛屽苟鎻愬崌浜嗚嚜鎴戞€濇兂閬撳痉淇吇銆傝绋嬫墍娑电洊鐨勭煡璇嗛噺閫傚綋锛岃绋嬭緝鏈夎叮鍛虫€э紝鑰佸笀鍦ㄦ巿璇捐繃绋嬩腑鍙備笌搴﹂珮锛屾棤璇剧▼璁捐寤鸿銆?1,,,
鍙互鎶婂寳浜煶涔愬幓鎺夊悧锛?0,,,
鑰佸笀鏈夊彛闊虫槸鎬庝箞鎷夸笂鏁欏笀璧勬牸璇佺殑,0,,
璇剧▼鍐呭涓板瘜锛屽彲浠ュ鍒板緢澶氫笢瑗?1,,,
寰堜笉閿欓暱瑙佽瘑,1,,
閫氳繃绠＄悊鐨勮壓鏈繖闂ㄨ绋嬶紝璁╂垜浜嗚В鍒颁簡寰堝鏈夊叧绠＄悊鏂归潰鐨勭煡璇嗘妧鑳?0,,,
榻愯€佸笀璁茬殑鐪熷ソ,1,,
瀛︿範鐨勫緢鍏呭疄锛屾瘡澶╁鍏呯數,1,,
"鍨冨溇
app",0,,
涓嶅枩娆紝浣犳噦鍚?0,,,
鏍规湰鎵句笉鍒拌€佸笀鐨勮璁鸿创锛屽摥鐬?0,,,
璇剧▼鍐呭璇﹀疄锛屽惉浜嗗緢鏈夋敹鑾?1,,,
閮芥槸鐓х潃蹇电殑锛屾病鏈変竴鐐瑰惎鍙?0,,,
鍐呭鍏呭疄锛岃棰戝彲浠ュ弽澶嶈鐪嬶紝鏈変笉鎳傜殑闂涔熷彲浠ュ湪璁ㄨ鍖烘彁鍑哄苟寰堝揩寰楀埌瑙ｇ瓟,1,,
澶栧お绌虹殑鏃堕棿鏄粈涔堟牱瀛愮殑鍛?1,,,
鑰佸笀鐨勪粙缁嶈€愬績鑰屽叏闈紝浣挎垜瀵规柊鍐犵梾姣掓湁浜嗘洿娣卞眰鐨勪簡瑙ｃ€?1,,,
寰堜笉濂界敤锛屾槑鏄庡凡缁忓埛杩囦簡锛屽氨鏄病鏈夎繘搴︼紝,0,,
璁茬殑寰堣缁嗭紝寰堝叿浣擄紝瀛﹁捣鏉ュ緢杞绘澗銆?,1,,
涓板瘜浜嗙煡璇嗛潰锛屾墿灞曚簡瑙嗛噹,0,,
璇剧▼璇︾粏鐢熷姩,1,,
鍨冨溇璇撅紝娌¤杩囧崟鍏冩祴璇曢偅涔堟棭鐨勶紝涓€寮€濮嬭皝鐭ラ亾锛屽埆鐨勮鍗曞厓娴嬭瘯閮藉彲浠ュ湪蹇€冭瘯鐨勬椂鍊欏啓锛岃繖涓瀮鍦捐鏍囨柊绔嬪紓锛屾病鐪嬫噦锛屼篃涓嶇煡閬撳畨鐨勪粈涔堝績锛岀湡鐨勬棤璇紝鐫挎櫤涓€鏍凤紝鎸傚氨鎸備簡锛屼綘浠帀瀹炽€?0,,,
浼樼浼樼浼樼浼樼浼樼浼樼浼樼,1,,
璇剧▼寰堟鑰佸笀璁茶В鏈夌敤,1,,
缂轰箯鍩烘湰閫昏緫鍜屽父璇?0,,,
寰堝ソ寰堝ソ锛岃阿璋㈣€佸笀,1,,
瀵圭敓娲荤殑鏈変簡鏂扮殑鎰熸偀,1,,
瀹屽叏鍦ㄨPpt 甯屾湜瀛︽牎鍜岃€佸笀閮借兘瀵逛笂璇捐鐪熶竴鐐?涓嶇鏄井璇?骞曡杩樻槸鐜板疄涓婅 閮芥病鏈夎繖涔堜笂鐨?鐪熷儚鎵撹礋鏄?0,,,
璇剧▼璁插笀璇€熻繃蹇紝鐩稿叧鐭ヨ瘑鐞嗚璁茶堪妯＄硦涓嶆竻,0,,
涓嶅枩娆㈣繖閽熻璁★紝涓€鐐归兘涓嶅枩娆紝鏈夌殑瑙嗛鍜岃浠舵垜寰楀埛濂藉嚑閬嶆墠浼氭樉绀烘垜宸茬粡鐪嬩簡锛屽緢娴垂鎴戠殑鏃堕棿鍜岀簿鍔涳紝涓€鐐归兘涓嶅枩娆€?0,,,
濂囨€紝浣犱滑鏁翠簡涓ソ娲?0,,,
鏂瑰紡鐗瑰埆锛屾柊棰栥€?1,,,
鎰熻鏈€鍚庤璁＄畻鍣ㄥ叿浣撲唬鐮佺殑杩欎釜鑰佸笀鍑嗗涓嶅厖鍒嗗晩锛岀粡甯稿嚭閿欙紝鍑洪敊浜嗚嚜宸辫皟璇曪紝璋冭瘯鍑烘潵閮戒笉缁欐垜浠В閲婁竴涓嬪摢閲岄敊锛岃繕鏈夐噷闈㈢敤鍒扮殑寰堝鏂规硶涔熸病鏈夌粰鎴戜滑璁茶В锛屾暣涓繃绋嬫劅瑙夊お娣蜂贡浜嗭紝鏈変簺鍦版柟鏄庢槑鍙堟洿绠€鍗曠殑鏂规硶鍙互瀹炵幇銆傘€傘€傦紙甯屾湜鍐欎竴娆″彲浠ユ崲涓€涓€佸笀璁茶В浠ｇ爜锛?0,,,
澶強鏃朵簡锛岋紝鎰熻阿锛?1,,,
寰堝ソ锛屽緢鍊煎緱,1,,
缃戠珯澶樊浜嗗お鎱簡,0,,
鑰佸笀鍙ｉ娇涓嶆竻锛屽師璋呮垜鐪熺殑闅句互鐞嗚В濂硅浠€涔堛€?0,,,
鐤儏骞朵笉鍙€曪紝鍙鎴戜滑鑳藉骞冲父蹇冨寰咃紝绉瀬鍦伴闃诧紝涓囦紬涓€蹇冿紝蹇呰儨锛侊紒锛侊紒,1,,
缃戣鍐呭閫氫織鏄撴噦锛屾棦鍙互浣滀负棰勪範瑙嗛锛屽悓鏃朵篃鑳戒綔涓鸿鍚庡涔犺棰戯紝瑙嗛鍚庡崟鍏冧範棰樺拰娴嬮獙閮藉崄鍒嗘湁甯姪銆?1,,,
璇ヨ缁撴瀯瀹夋帓鍚堢悊锛屽唴瀹圭敓鍔ㄦ湁瓒ｏ紝涓嶆灟鐕ワ紝鑰佸笀璁茶В閫氫織鏄撴噦锛岃瑷€绠€浠嬫竻鏅般€傝繖鏍风殑璇惧€煎緱瀛︿範锛屾劅璋㈣€佸笀浠殑杈涘嫟浠樺嚭锛?1,,,
鑰佸笀璁茬殑鐗瑰埆濂斤紝娣卞叆娴呭嚭锛屽鐭ヨ瘑鐨勬妸鎻″害鍑嗙‘锛岃繕鑳界敤閫傚綋鐨勬渚嬪府鍔╃悊瑙ｏ紝鐪熸鐨勮鎴戝鏈夋墍鑾凤紝鎰熻阿鑰佸笀銆?1,,,
杩欓棬璇捐鎴戜簡瑙ｄ簡寰堝鍏充簬钀ュ吇鍜屽仴搴锋柟闈㈢殑鐭ヨ瘑锛屾垜璁や负杩欓棬璇惧鎴戝緢閲嶈,1,,
闈炲父鍙楃泭銆備笉閿?1,,,
鐓х潃ppt璇伙紝瀹屽叏娌℃湁璁茶В鐨勫湴鏂癸紝璇€熻繕寰堝揩锛屽樊璇?0,,,
澶ф湁鏀惰幏锛屽姞娌瑰姞娌广€?1,,,
浜掕瘎鏈哄埗鐪熸伓蹇?0,,,
杩樺彲浠ワ紝鍝堝搱,1,,
鑰佸笀璁茬殑寰堜粩缁嗭紝娣卞叆娴呭嚭锛屽涔犲悗鎰熻寰堟湁甯姪銆?1,,,
浣犲ソ锛併€婂娓稿疄鍔°€嬫湰涔︼紝鎵€鏈夋渚嬪垎鏋愭湁娌℃湁鍙傝€冪煡璇嗙偣锛屽彂涓€鍝?0,,,
鍚庨潰鐪熺殑璺熶笉涓婁簡锛屽惉涓嶆噦锛屾劅瑙変笉鍍忛浂鍩虹鍟?0,,,
璁茬殑瀹炲湪宸紝灏辨槸鍨冨溇,0,,
宸瘎锛屼綔涓氶兘鍋氬锛岃€冭瘯涔熼兘鍋氫簡锛岃浠朵竴涓病钀戒笅锛屾渶鍚庢垚缁╀笉鍙婃牸锛佸樊璇勶紒濡傛灉鏈?鏄熷繀椤?鏄?0,,,
浣滀笟浜掕瘎鐪熺殑ex,0,,
鍒囦釜灞忓氨閲嶆柊寮€濮? 鍨冨溇,0,,
寰堝鍦版柟涓嶆暍鑻熷悓銆?0,,,
瀛﹀埌浜嗗緢澶氳澶栫煡璇嗭紝濡?D鎵撳嵃,0,,
姝ｅ噯澶囪€冩湡璐т粠涓氳祫鏍艰瘉锛屽畫鑰佸笀璁插緱鐗瑰埆濂斤紝娣卞叆娴呭嚭锛岄€氫織鏄撴噦銆?1,,,
"鍜岃鍫傚唴瀹逛簰琛ワ紝寰堟湁甯姪? ?)?*??
璇惧悗涔犻閲忔瘮杈冨ぇ锛岄鐩川閲忎篃涓嶉敊(??????)?
灏辨槸鎬讳笉灏忓績閿欒繃娴嬮獙(鈺鈺?
璇剧▼杩樻槸hin濂絛er锛?????)",1,,
浼犺涓殑PPT鑰佸笀锛孨OJ娉ㄥ唽涓嶈鐢ㄤ腑鏂囩湡鍧?0,,,
鍙拡瀵规垜浠鏍″紑鐨勮繖闂ㄨ 寮鸿揩閫夎繕鍑轰簡寰堝bug,0,,
1鏄熶篃绠楅珮锛岀數闃诲崟浣嶆槸鍔熺巼锛熻璇句篃涓嶆€庝箞鑳借浜哄惉鎳傦紝宸瘎鍟?0,,,
鍑犱箮涓嶇敤鐪嬭棰戯紝褰撳仛闊抽灏卞彲浠ヤ簡锛屽洜涓鸿€佸笀鍦ㄤ竴娆′笉宸殑璇诲搱鍝?0,,,
鑰佸笀璁插緱寰堝ソ锛侊紒锛佽涓€閬嶅氨鎳備簡锛侊紒锛?1,,,
宸瘎锛屼笉鏄粰璇剧▼鏈韩锛屾槸缁欐寕浜嗘埓鏁欐巿鐨勫悕锛岃€屾病鏈変竴涓暅澶寸粰浜嗘埓鏁欐巿鐨勮繖涓缃€傚叾浠栬€佸笀涓嶉厤鎷ユ湁浠栦滑鐨勫鍚嶄箞锛屼粬浠浜嗚涓轰粈涔堜笉缃蹭粬鐨勫悕銆?0,,,
涓嶅ソ鐢紝澶у鑳戒笉鐢ㄥ氨鍒敤銆?0,,,
鎴戜篃鏄鐫€鎴磋€佸笀鏉ョ殑锛屼笉鏄负浜嗕粈涔堢綉绾㈡晥搴旓紝鏄洜涓烘埓鑰佸笀璁茶涓嶆嫎涓€鏍硷紝閫氫織鏄撴噦銆傝涔堝氨缁欐埓鑰佸笀寮€缃戣锛屾病鏈変篃灏辩畻浜嗭紝鎸傚悕鍙湁鎴磋€佸笀涓€涓汉锛岀劧鑰屼竴鏈熼兘娌℃湁鍑虹幇銆傝繖涓嶆槸鏈鑰佸笀璁茶姘村钩濂戒笉濂界殑闂锛屽湪澶у閲屽紑缃戣鐨勬暀鎺堣偗瀹氫篃寰堜紭绉€锛屾槸鎸傜緤澶村崠鐙楄倝鐨勬湰璐ㄩ棶棰橈紝瀵规湰璇捐€佸笀锛屾埓鑰佸笀锛屽鐢熶笁鏂规潵璇撮兘鏄竴绉嶆楠楀拰渚颈銆傞偅涔堬紝鏄皝鍦ㄨ弓缃戠孩鏁堝簲锛屾槸鎱曞悕鑰屾潵鐨勫鐢燂紝杩樻槸鑾悕鍏跺鐨勫ぇ瀛︽垨鑰佸笀銆傝繖涔熸槸涓ぇ瀛︼紝鍋氬嚭鏉ョ殑浜嬭繖涔堜笉閰嶅ぇ瀛︾殑鍚嶅彿锛岀湡鏄彲绗戝彲鎮层€?0,,,
鑰佸笀璁茶閫氫織鏄撴噦锛屾寚瀵兼垜浠涔犵悊瑙ｆ湰闂ㄨ绋?1,,,
涓€缇ゆ墭銆傘€傘€傘€?0,,,
鑰佸笀鐨勬巿璇惧唴瀹圭郴缁熷叏闈紝璁茶В閫氫織鏄撴噦锛屾敹鑾锋參鎱紒,1,,
瑙嗛涓璇濈殑鍙ｉ煶寮曡捣鏋佸害涓嶉€傦紝鍗曞厓妫€娴嬬瓟妗堝瓨鍦ㄩ棶棰?0,,,
